Filename,P2104_Shaffer_REARRAYSENT_2018-05-16-08_46_45.109.csv,,,,
Study,Shaffer_DentalCaries_MultiSNP_033117,,,,
Project,Shaffer_DentalCaries_MultiEthnicGlobal_033117_2,,,,
DO NOT USE ANY COMMAS. This file will be converted to a comma-delimited file,,,,,
,,,,,
Rearray_Container_ID,Well,Subject_ID (must match the Subject_ID provided in the SIF),CIDR Comment,Investigator_Column_1,Investigator_Column_2
S1024-Rearray32,F06,C1_2712,,,
S1024-Rearray32,F07,C2_380,,,
S1024-Rearray32,F08,C2_673,,,
S1024-Rearray32,F09,C2_2067,,,
S1024-Rearray32,F10,C2_1624,,,
S1024-Rearray32,F11,C1_2646,,,
S1024-Rearray32,F12,C2_9916,,,
S1024-Rearray32,G01,C2_91,,,
S1024-Rearray32,G02,C2_433,,,
S1024-Rearray32,G03,C2_1964,,,
S1024-Rearray32,G04,C2_2150,,,
S1024-Rearray32,G05,C2_432,,,
S1024-Rearray32,G06,C2_2102,,,
S1024-Rearray32,G07,C2_601,,,
S1024-Rearray32,G08,C2_64,,,
S1024-Rearray32,G09,C2_714,,,
S1024-Rearray32,G10,D_74,,,
S1024-Rearray32,G11,C2_2184,,,
S1024-Rearray32,G12,C2_2004,,,
S1024-Rearray32,H01,D_99,,,
S1024-Rearray32,H02,C2_1083,,,
S1024-Rearray32,H03,C2_1301,,,
S1024-Rearray32,H04,C2_910,,,
S1024-Rearray32,H05,C1_2500,,,
S1024-Rearray32,H06,C1_2749,,,
S1024-Rearray32,H07,C2_1082,,,
S1024-Rearray32,H08,C2_515,,,
S1024-Rearray32,H09,C1_2806,,,
S1024-Rearray32,H10,D_418,,,
S1024-Rearray32,H11,C2_674,,,
S1024-Rearray32,H12,D_9902,,,
S1024-Rearray33,A01,C2_620,,,
S1024-Rearray33,A02,C2_808,,,
S1024-Rearray33,A03,D_160,,,
S1024-Rearray33,A04,D_13,,,
S1024-Rearray33,A05,C2_1113,,,
S1024-Rearray33,A06,C2_1781,,,
S1024-Rearray33,A07,D_205,,,
S1024-Rearray33,A08,C2_1898,,,
S1024-Rearray33,A09,C2_314,,,
S1024-Rearray33,A10,C2_1780,,,
S1024-Rearray33,A11,C2_1114,,,
S1024-Rearray33,A12,D_78,,,
S1024-Rearray33,B01,C2_1156,,,
S1024-Rearray33,B02,C2_786,,,
S1024-Rearray33,B03,C1_2624,,,
S1024-Rearray33,B04,D_288,,,
S1024-Rearray33,B05,C2_1929,,,
S1024-Rearray33,B06,C2_1958,,,
S1024-Rearray33,B07,D_383,,,
S1024-Rearray33,B08,C2_427,,,
S1024-Rearray33,B09,C2_1977,,,
S1024-Rearray33,B10,C2_9924,,,
S1024-Rearray33,B11,C1_3012,,,
S1024-Rearray33,B12,C2_807,,,
S1024-Rearray33,C01,D_318,,,
S1024-Rearray33,C02,C2_260,,,
S1024-Rearray33,C03,C2_661,,,
S1024-Rearray33,C04,C2_881,,,
S1024-Rearray33,C05,C2_95,,,
S1024-Rearray33,C06,C2_700,,,
S1024-Rearray33,C07,C2_2073,,,
S1024-Rearray33,C08,D_86,,,
S1024-Rearray33,C09,C2_426,,,
S1024-Rearray33,C10,C2_1064,,,
S1024-Rearray33,C11,C2_130,,,
S1024-Rearray33,C12,C2_1473,,,
S1024-Rearray33,D01,C2_129,,,
S1024-Rearray33,D02,C2_1065,,,
S1024-Rearray33,D03,C2_231,,,
S1024-Rearray33,D04,CONTROL_ID,Leave Position Empty,,
S1024-Rearray33,D05,C2_230,,,
S1024-Rearray33,D06,C2_1892,,,
